Rang,Uporabniško ime,Elo,Id,Država,Država številka,Skupaj igre,Skupaj zmage,Skupaj remiji,Skupaj porazi,Naslov,Strela elo,Metek elo,Ime,Priimek,Opazovalci,Datum,Spol,Celina,Obratna vrednost prebivalstva,Leto
905,4726Player,2424,304942727,France,52,162,113,11,38,Nima naslova,2562,2676,,,462,2023-08-09,Ni znano,Europe,1.4562824022834507e-08,2023
906,samehsadek,2424,28204036,Egypt,45,27,21,1,5,FM,2511,2119,Sameh,Sadek,681,2016-05-15,Ženska,Africa,9.322161406512797e-09,2016
907,zarnimadlitongod,2424,220446929,Myanmar,201,2579,1408,164,1007,Nima naslova,2386,2560,@ZarNiAg,,1852,2023-01-04,Ni znano,Asia,1.9486812455565197e-08,2023
908,AbandonedRealm,2424,207267999,Ukraine,141,23,13,0,10,Nima naslova,2486,1994,duke,smith,188,2022-11-18,Ni znano,Europe,3.0430284218854606e-08,2022
909,Mozartus9,2424,190407699,Argentina,4,535,269,49,217,CM,2610,2613,Silvio Andrés,Llorens,1164,2022-07-18,Moški,South America,2.1246019106842426e-08,2022
910,Salamandrinethird,2424,142931003,United Kingdom,164,377,212,44,121,Nima naslova,2498,2390,,,122,2021-06-02,Ni znano,Europe,1.4648750288012741e-08,2021
911,madhavanrmunjanattu,2424,13638236,India,69,2260,960,232,1068,Nima naslova,2546,2597,Madhavan,R Munjanattu,2179,2013-09-23,Moški,Asia,7.054713536302145e-10,2013
912,Hyoukami,2424,128801258,Brazil,27,4962,2724,320,1918,Nima naslova,2707,2701,,,9057,2021-03-17,Ni znano,South America,4.7040284123316105e-09,2021
913,Heartbreaker-Jiko,2424,109628564,Georgia,53,2146,1191,193,762,Nima naslova,2507,2101,Giorgi,Jikia,550,2021-01-04,Moški,Asia,2.699419624780672e-07,2021
914,ruhaan27,2423,79921030,India,69,3221,1718,216,1287,Nima naslova,1980,2170,Ruhaan,Mathur,941,2020-05-18,Ni znano,Asia,7.054713536302145e-10,2020
915,Adrian_DelaCruz,2423,76037520,Philippines,111,252,153,23,76,Nima naslova,2562,2592,Adrian,Dela Cruz,1465,2020-04-08,Moški,Asia,8.762429506254623e-09,2020
916,pititAlexian,2423,72858714,France,52,468,337,37,94,Nima naslova,2401,2415,Un,papi,1330,2020-02-29,Ni znano,Europe,1.4562824022834507e-08,2020
917,probablybad04,2423,66170648,Australia,17,1849,1007,159,683,CM,2514,2461,Aidan,Odenthal,4740,2019-10-01,Moški,Oceania,3.649633304918505e-08,2019
918,mixkarakas,2423,58813436,Greece,56,1251,763,87,401,Nima naslova,2552,2703,,,1336,2019-03-21,Ni znano,Europe,9.614718980993623e-08,2019
919,zsunknown,2423,430393541,Netherlands,101,235,160,19,56,Nima naslova,2776,Ne igra metka,,,32,2025-02-18,Ni znano,Europe,5.530684986950072e-08,2025
920,donperes,2423,416864689,Philippines,111,889,536,59,294,Nima naslova,2423,2344,,,215,2025-01-11,Ni znano,Asia,8.762429506254623e-09,2025
921,Amro-Alhareth,2423,39723414,Egypt,45,81,55,8,18,Nima naslova,2527,2408,,,67,2017-10-24,Ni znano,Africa,9.322161406512797e-09,2017
922,stajerc,2423,29432858,Slovenia,127,3712,1832,265,1615,Nima naslova,2269,2266,,,2045,2016-08-11,Ni znano,Europe,4.693429855282784e-07,2016
923,Yohankrokov,2423,185936405,Luxembourg,89,962,459,84,419,CM,2613,2619,Ivan,Kukushkin,563,2022-06-05,Moški,Europe,1.466333711158653e-06,2022
924,Smyslov,2423,177708559,United States,2,1020,538,88,394,Nima naslova,2284,1719,,,476,2022-03-23,Ni znano,North America,2.9402166800915e-09,2022
925,Hyo_Lee,2422,93107926,Poland,112,244,130,26,88,Nima naslova,2673,2806,,,4551,2020-10-14,Ni znano,Europe,2.6729391639046296e-08,2020
926,shanoo23,2422,9048162,Switzerland,133,119,73,8,38,Nima naslova,2701,2443,Alex,Lienhard,917,2012-09-26,Moški,Europe,1.1028831129184669e-07,2012
927,Nawangtang,2422,65052086,Australia,17,210,115,16,79,Nima naslova,2519,2187,,,1164,2019-09-03,Ni znano,Oceania,3.649633304918505e-08,2019
928,Ali-D-0,2422,52070204,Iraq,72,821,399,67,355,Nima naslova,2355,2103,Ali,Z,858,2018-11-19,Moški,Asia,2.1683134682210784e-08,2018
929,AnimeshTiwarichess,2422,50601270,India,69,34,30,2,2,Nima naslova,1982,2119,ANIMESH,TIWARI,1050,2018-10-10,Ni znano,Asia,7.054713536302145e-10,2018
930,kedamazbuth,2422,465013962,Indonesia,70,172,127,4,41,Nima naslova,2399,Ne igra metka,,,38,2025-07-06,Ni znano,Asia,3.515694987049973e-09,2025
931,Walsertal,2422,342772747,Germany,54,317,196,24,97,Nima naslova,2310,Ne igra metka,,,48,2024-02-02,Ni znano,Europe,1.1964994255606259e-08,2024
932,LeoRub1946,2422,318166651,Israel,75,812,518,63,231,Nima naslova,2264,2194,,,269,2023-10-08,Ni znano,Asia,9.895307645114687e-08,2023
933,sirakovefim,2422,282225073,Bulgaria,28,1273,572,156,545,Nima naslova,2297,2130,Efim,Sirakov,165,2023-05-04,Moški,Europe,1.5534318416245168e-07,2023
934,CoachSuhaas,2422,2265141,United States,2,991,500,98,393,Nima naslova,2383,2629,,,4689,2009-10-30,Ni znano,North America,2.9402166800915e-09,2009
935,minu2004,2422,194506893,Uzbekistan,145,1658,847,147,664,Nima naslova,2367,2124,Meyirjan,Fayzullaev,294,2022-08-23,Ni znano,Asia,2.6412420704960713e-08,2022
936,Duckey_dook,2422,153348513,Saint Lucia,119,39,20,3,16,Nima naslova,2522,Ne igra metka,,,28,2021-09-03,Ni znano,North America,5.431830526887561e-06,2021
937,SilverSony,2421,9517208,Peru,110,29,21,2,6,Nima naslova,2609,2381,Nestor,Carrion,2366,2012-11-04,Moški,South America,2.9111874722054376e-08,2012
938,yogeshgupta9,2421,81896170,India,69,128,105,6,17,Nima naslova,2216,1910,,,31,2020-06-08,Ni znano,Asia,7.054713536302145e-10,2020
939,zakariyyay,2421,63638136,Azerbaijan,156,2294,1225,192,877,Nima naslova,2406,2320,Jeyhun,Zakaryayev,722,2019-07-25,Moški,Asia,9.769224539471428e-08,2019
940,discovery17,2421,4672885,United States,2,567,331,78,158,Nima naslova,1976,2077,,,553,2011-02-06,Ni znano,North America,2.9402166800915e-09,2011
941,Sarada_0,2421,416273267,Japan,78,553,328,44,181,Nima naslova,2316,1597,,,78,2025-01-08,Ni znano,Asia,8.106355382619975e-09,2025
942,Planet_Megino,2421,383531435,Philippines,111,330,204,18,108,Nima naslova,2560,2523,Toph,Megino,229,2024-08-26,Ni znano,Asia,8.762429506254623e-09,2024
943,Edvard_1,2421,360971553,Hungary,67,1114,573,103,438,Nima naslova,2240,2073,,,161,2024-05-03,Ni znano,Europe,1.0482727505062633e-07,2024
944,Shimyshiguy,2421,33988404,United States,2,2508,1294,241,973,Nima naslova,2453,2157,,,1218,2017-03-15,Ni znano,North America,2.9402166800915e-09,2017
945,WONDERFULTONIGHT2025,2421,322746367,Philippines,111,468,314,28,126,Nima naslova,2442,2149,,,198,2023-10-30,Ni znano,Asia,8.762429506254623e-09,2023
946,CaroIsGood,2421,148336757,Bulgaria,28,61,47,6,8,Nima naslova,2665,Ne igra metka,,,108,2021-07-18,Ni znano,Europe,1.5534318416245168e-07,2021
947,NojVil,2421,118107842,Norway,104,162,126,8,28,Nima naslova,2645,2275,,,235,2021-02-03,Ni znano,Europe,1.7835027423138165e-07,2021
948,Ray_Yang,2421,10431614,Australia,17,785,405,89,291,FM,2200,2136,Ray,Yang,5868,2013-01-14,Moški,Oceania,3.649633304918505e-08,2013
949,Talcrifice,2420,70087190,United States,2,34,19,8,7,NM,2658,2300,Erick,Garcia,2772,2019-12-30,Moški,North America,2.9402166800915e-09,2019
950,ChessTreasureMap,2420,59438668,Ukraine,141,294,171,24,99,Nima naslova,2405,1907,Сергій,Коваленко,738,2019-04-05,Ni znano,Europe,3.0430284218854606e-08,2019
951,aghasiyevkamal,2420,51498488,Azerbaijan,156,70,41,17,12,IM,2701,2652,Aghasiyev,Kamal,1076,2018-11-05,Ni znano,Asia,9.769224539471428e-08,2018
952,Yu-Gii-Ooh,2420,417132811,Brazil,27,304,221,14,69,Nima naslova,1990,Ne igra metka,,,53,2025-01-12,Ni znano,South America,4.7040284123316105e-09,2025
953,aqmarkin,2420,33811864,United States,2,210,137,17,56,NM,2377,2348,Arden,Markin,746,2017-03-08,Moški,North America,2.9402166800915e-09,2017
954,rabbinicalwarrior,2420,27407310,United States,2,287,213,15,59,NM,2465,2218,Caleb,Klenoff,850,2016-03-24,Moški,North America,2.9402166800915e-09,2016
955,HTofEll,2420,149849433,Thailand,135,104,62,12,30,Nima naslova,2151,Ne igra metka,,,67,2021-08-02,Ni znano,Asia,1.5181277355712966e-08,2021
956,baronmesmer,2420,14980426,Russia,116,264,165,20,79,Nima naslova,2445,2160,anatoli,shulgin,1646,2013-12-11,Ni znano,Asia,6.847986512205766e-09,2013
957,HarpiaJ,2420,140757093,Brazil,27,5885,2875,354,2656,Nima naslova,2335,2327,,,1473,2021-05-17,Ni znano,South America,4.7040284123316105e-09,2021
958,Tejas_Rama,2420,13290294,United States,2,1014,517,85,412,FM,2641,2786,Tejas,Rama,6168,2013-08-26,Ni znano,North America,2.9402166800915e-09,2013
959,Im_ZerBiN,2419,89553100,Italy,76,8013,4305,290,3418,Nima naslova,2362,1911,Simone,Zerbin,973,2020-08-21,Ženska,Europe,1.697221260133493e-08,2020
960,adrianajedrez_twitch,2419,59995686,Spain,163,2040,1083,168,789,Nima naslova,2384,2417,,,739,2019-04-19,Ni znano,Europe,2.0277415730152532e-08,2019
961,samluvschess7777,2419,461746814,India,69,415,288,38,89,Nima naslova,1898,Ne igra metka,,,88,2025-06-23,Ni znano,Asia,7.054713536302145e-10,2025
962,Glicheryx,2419,460942270,Thailand,135,105,81,8,16,Nima naslova,1967,Ne igra metka,,,39,2025-06-19,Ni znano,Asia,1.5181277355712966e-08,2025
963,M0OTASEM,2419,401085561,Jordan,80,187,151,10,26,Nima naslova,2291,2257,معتصم,,58,2024-11-07,Ni znano,Asia,8.522243054371911e-08,2024
964,johnandersoniv,2419,333333163,United States,2,58,47,4,7,Nima naslova,2403,2406,John,Anderson,1576,2023-12-19,Moški,North America,2.9402166800915e-09,2023
965,LidongW,2419,31602810,Canada,3,310,187,21,102,NM,2348,2240,Lidong,Wang,793,2016-12-13,Ni znano,North America,2.4068091325987446e-08,2016
966,SSBSS978,2419,310798865,Iraq,72,1680,916,154,610,Nima naslova,2008,2009,,,419,2023-09-06,Ni znano,Asia,2.1683134682210784e-08,2023
967,1930s_Onyx_Club,2419,165566303,Canada,3,2345,1077,133,1135,Nima naslova,2401,2334,,,1341,2021-12-19,Ni znano,North America,2.4068091325987446e-08,2021
968,Jajapasa,2419,15118228,Czech Republic,40,609,310,93,206,Nima naslova,2433,2172,,,3132,2013-12-19,Ni znano,Europe,9.19381715796127e-08,2013
969,ODreamchess,2419,101986492,Mongolia,157,877,617,141,119,FM,2833,2800,Gan-Od,Sereenen,4471,2020-12-05,Ni znano,Asia,2.821005773188315e-07,2020
970,wlknbn,2418,79751096,Türkiye,138,430,267,22,141,Nima naslova,2379,1558,,,112,2020-05-17,Ni znano,Asia,1.1673386490511218e-08,2020
971,farelnusa,2418,71786238,Indonesia,70,10567,4900,858,4809,Nima naslova,2817,2804,Farel,Nusa,1456,2020-02-05,Ni znano,Asia,3.515694987049973e-09,2020
972,marinstrasni,2418,6918825,Serbia,231,229,135,50,44,Nima naslova,2553,1497,,,6468,2012-03-09,Ni znano,Europe,1.5225838003478496e-07,2012
973,yari910,2418,49715862,Belgium,5,7146,3523,808,2815,Nima naslova,2352,2418,,,3282,2018-09-13,Ni znano,Europe,8.456265589654132e-08,2018
974,SalvadorG03,2418,48528386,Argentina,4,1471,677,150,644,Nima naslova,2376,2209,Salvador,Giaquinta,690,2018-08-06,Moški,South America,2.1246019106842426e-08,2018
975,atakerokuno,2418,464610474,United Kingdom,164,377,223,50,104,Nima naslova,2590,Ne igra metka,,,38,2025-07-05,Ni znano,Europe,1.4648750288012741e-08,2025
976,carlos_ramon207,2418,450795582,Slovakia,126,87,64,7,16,Nima naslova,2191,2252,,,19,2025-05-09,Ni znano,Europe,1.8463885931589825e-07,2025
977,Mops_2004,2418,44175108,Ireland,73,41,23,5,13,IM,2778,2670,Dmitriy,Kushko,7627,2018-03-11,Moški,Europe,Ni znano,2018
978,AlphaNott,2418,39692164,Vietnam,149,551,341,26,184,Nima naslova,2564,2620,,,794,2017-10-23,Ni znano,Asia,9.867401853887461e-09,2017
979,lovelycapybara174,2418,372828731,India,69,836,350,102,384,Nima naslova,2112,2086,,,255,2024-06-30,Ni znano,Asia,7.054713536302145e-10,2024
980,Tobiduschtnicht,2418,245410485,American Samoa,153,288,150,19,119,Nima naslova,2447,2317,,,162,2023-02-13,Ni znano,Oceania,2.0116676725005028e-05,2023
981,HK1974,2418,19992558,Qatar,206,64,43,4,17,IM,2602,2120,Hameed Mansour Ali,Kadhi,2269,2014-12-01,Moški,Asia,3.15156771584457e-07,2014
982,jw_blind,2418,170431669,International,225,340,235,42,63,Nima naslova,2347,2071,,,399,2022-01-26,Ni znano,Ni podatka,Ni znano,2022
983,Skillcam,2418,16826028,France,52,256,215,8,33,CM,2661,2612,Yan,Derige Kane,4051,2014-04-09,Moški,Europe,1.4562824022834507e-08,2014
984,abiii123456,2417,9105926,Iceland,68,196,125,19,52,Nima naslova,2406,2367,Abishek,Ravi,353,2012-10-01,Ni znano,Europe,2.5522574717337483e-06,2012
985,Ponuzhaev_Maxim,2417,60030220,Russia,116,982,540,76,366,Nima naslova,2417,2038,Maxim,Ponuzhaev,824,2019-04-20,Moški,Asia,6.847986512205766e-09,2019
986,kevinReyes9,2417,44972656,Mexico,95,2285,954,275,1056,Nima naslova,2234,2102,,,2415,2018-04-04,Ni znano,North America,7.667703565107974e-09,2018
987,portdawg,2417,4328269,Philippines,111,1105,549,109,447,Nima naslova,2416,2192,dan,ranario,2121,2010-11-30,Ni znano,Asia,8.762429506254623e-09,2010
988,MAprog,2417,412441363,France,52,67,59,4,4,Nima naslova,2289,Ne igra metka,,,88,2024-12-25,Ni znano,Europe,1.4562824022834507e-08,2024
989,GrandeAl,2417,40699884,United States,2,3782,1968,136,1678,Nima naslova,2222,2350,,,1606,2017-11-24,Ni znano,North America,2.9402166800915e-09,2017
990,Xicxoc,2417,367641203,Denmark,41,752,407,73,272,Nima naslova,2239,Ne igra metka,,,165,2024-06-05,Ni znano,Europe,1.6659947154647626e-07,2024
991,zhihuinuecai,2417,352806237,China,33,659,381,47,231,Nima naslova,2238,2118,,,141,2024-03-24,Ni znano,Asia,7.100860624307666e-10,2024
992,WorriedEgg,2417,341886071,United States,2,25,12,4,9,IM,2963,2911,Aaron,Jacobson,3558,2024-01-28,Moški,North America,2.9402166800915e-09,2024
993,tattnick,2417,299362987,United Kingdom,164,264,226,9,29,Nima naslova,Ne igra strele,686,,,19,2023-07-11,Ni znano,Europe,1.4648750288012741e-08,2023
994,jamesshakarji,2417,243874511,Armenia,14,1060,616,88,356,Nima naslova,2252,1437,James,Shakarji,133,2023-02-10,Moški,Asia,3.2455941060011037e-07,2023
995,PhilKlein26,2417,194354881,Georgia,53,315,239,15,61,Nima naslova,2401,2434,,,108,2022-08-22,Ni znano,Asia,2.699419624780672e-07,2022
996,yingli88,2417,182702651,Australia,17,496,244,48,204,Nima naslova,2256,Ne igra metka,,,123,2022-05-05,Ni znano,Oceania,3.649633304918505e-08,2022
997,Fovenoo,2417,152415479,Greece,56,236,149,28,59,Nima naslova,2335,2215,,,120,2021-08-26,Ni znano,Europe,9.614718980993623e-08,2021
998,rps_1974,2416,5675780,India,69,1002,543,127,332,Nima naslova,2249,1747,Ravi Prakash,Singh,5167,2011-08-25,Moški,Asia,7.054713536302145e-10,2011
999,asyltas01,2416,56630416,Kazakhstan,81,598,336,41,221,Nima naslova,2311,2124,,,331,2019-01-28,Ni znano,Asia,4.904891456959258e-08,2019
1000,eljonbalala,2416,50872292,Philippines,111,70,50,2,18,Nima naslova,2502,2496,Eljon,Balala,51,2018-10-17,Moški,Asia,8.762429506254623e-09,2018
1001,Testerintrocert,2416,437446535,Serbia,231,787,404,80,303,Nima naslova,Ne igra strele,Ne igra metka,,,152,2025-03-16,Ni znano,Europe,1.5225838003478496e-07,2025
1002,Dr-Dwight,2416,354143115,Uzbekistan,145,104,71,17,16,Nima naslova,2553,2502,,,146,2024-03-30,Ni znano,Asia,2.6412420704960713e-08,2024
1003,maf1ozo,2416,34204842,Poland,112,301,141,46,114,Nima naslova,2586,2559,Dimitri,Petrenko,2277,2017-03-23,Moški,Europe,2.6729391639046296e-08,2017
1004,Kingstar70,2416,29695908,Brazil,27,1466,881,164,421,FM,2457,2400,Luiz Alexandre,Gomes,5163,2016-08-29,Ni znano,South America,4.7040284123316105e-09,2016
1005,Josemlopeznieto,2416,27171480,Spain,163,552,267,80,205,Nima naslova,2301,2401,,,8607,2016-03-10,Ni znano,Europe,2.0277415730152532e-08,2016
1006,LEGEND093284,2416,270835843,India,69,311,226,25,60,Nima naslova,1884,1504,light,mark,69,2023-04-04,Ni znano,Asia,7.054713536302145e-10,2023
1007,HorsieExpress,2416,250245962,Italy,76,1373,621,107,645,Nima naslova,2134,2000,,,434,2023-02-21,Ni znano,Europe,1.697221260133493e-08,2023
1008,EvilKingslayer3000,2416,192106101,Sweden,132,7683,3678,598,3407,Nima naslova,2174,2076,,,782,2022-08-03,Ni znano,Europe,9.440476192723924e-08,2022
1009,Sociedad93,2416,11866892,Romania,115,466,396,56,14,Nima naslova,2738,2621,,,38188,2013-05-13,Ni znano,Europe,5.245376344999732e-08,2013
1010,Igj1234,2415,88154526,Canada,3,419,259,28,132,Nima naslova,2360,2502,,,11107,2020-08-02,Ni znano,North America,2.4068091325987446e-08,2020
1011,ChessIntuition0906,2415,85858216,United States,2,603,326,69,208,Nima naslova,2402,2440,,,2120,2020-07-05,Ni znano,North America,2.9402166800915e-09,2020
1012,ilipawn,2415,473529136,United States,2,93,79,5,9,Nima naslova,2440,2295,,,14,2025-08-10,Ni znano,North America,2.9402166800915e-09,2025
1013,HikCarFirouzia,2415,455233852,Poland,112,180,113,9,58,Nima naslova,2222,2227,,,71,2025-05-29,Ni znano,Europe,2.6729391639046296e-08,2025
1014,whenrooksfly,2415,441238791,United Kingdom,164,98,80,6,12,Nima naslova,2404,2502,,,185,2025-03-31,Ni znano,Europe,1.4648750288012741e-08,2025
1015,rps_1973,2415,429089285,India,69,161,88,15,58,Nima naslova,2289,2165,,,84,2025-02-13,Ni znano,Asia,7.054713536302145e-10,2025
1016,FutureGrxndmaster,2415,375153729,United Kingdom,164,385,204,28,153,Nima naslova,2402,2502,,,481,2024-07-13,Ni znano,Europe,1.4648750288012741e-08,2024
1017,KoustavChatterjee1,2415,37475730,India,69,41,26,6,9,GM,2903,2726,Koustav,Chatterjee,7839,2017-08-01,Ni znano,Asia,7.054713536302145e-10,2017
1018,AlexpPixe,2415,36524854,Vietnam,149,110,62,9,39,CM,2724,2702,Pixe,Alex,1225,2017-06-23,Ni znano,Asia,9.867401853887461e-09,2017
1019,AGM_Nezil_Merilles,2415,35615450,Philippines,111,321,166,59,96,Nima naslova,2639,2602,Nezil Arj,Merilles,2011,2017-05-18,Ni znano,Asia,8.762429506254623e-09,2017
1020,venom_vortex,2415,341372803,India,69,203,153,7,43,Nima naslova,2079,1402,,,27,2024-01-26,Ni znano,Asia,7.054713536302145e-10,2024
1021,staskamaev,2415,33581021,Russia,116,151,108,10,33,Nima naslova,2583,2499,Stas,Kamaev,4562,2017-02-28,Moški,Asia,6.847986512205766e-09,2017
1022,Super_man777,2415,333356745,Uzbekistan,145,32,20,8,4,Nima naslova,2333,2308,,,91,2023-12-19,Ni znano,Asia,2.6412420704960713e-08,2023
1023,Jayden5345,2415,30904282,Australia,17,1947,947,175,825,FM,2439,2506,Jayden,Ooi,3170,2016-11-14,Moški,Oceania,3.649633304918505e-08,2016
1024,jigalipap,2415,29630956,Philippines,111,615,338,42,235,Nima naslova,2502,2456,Josed,Crismo,717,2016-08-25,Ni znano,Asia,8.762429506254623e-09,2016
1025,FIREball2_3,2415,278778755,Germany,54,1611,877,271,463,Nima naslova,1908,Ne igra metka,,,207,2023-04-24,Ni znano,Europe,1.1964994255606259e-08,2023
1026,Opening_Prep,2415,20202860,United States,2,37,22,5,10,FM,2627,2660,Jacob,Furfine,6014,2014-12-16,Moški,North America,2.9402166800915e-09,2014
1027,Aplecons,2415,17271120,Ukraine,141,2596,1525,169,902,Nima naslova,2615,2603,,,15627,2014-05-12,Ni znano,Europe,3.0430284218854606e-08,2014
1028,SlaimenMhammad,2415,166204351,Lebanon,86,2136,1081,148,907,Nima naslova,2221,2204,Mhammad,Slaimen,584,2021-12-25,Ni znano,Asia,1.8214936247723132e-07,2021
1029,soupeOchoux,2415,14215610,France,52,86,64,4,18,IM,2522,2510,Christophe,Claverie,723,2013-11-05,Moški,Europe,1.4562824022834507e-08,2013
1030,davs_85,2415,138900648,Armenia,14,697,533,46,118,Nima naslova,2472,2141,,,419,2021-05-05,Ni znano,Asia,3.2455941060011037e-07,2021
1031,AghalarK,2414,98831392,Azerbaijan,156,403,285,23,95,Nima naslova,2172,1267,Kamran,Aghalarli,144,2020-11-23,Moški,Asia,9.769224539471428e-08,2020
1032,DimitranLazariyan,2414,9102838,Bulgaria,28,370,199,26,145,Nima naslova,2409,2407,Dimitran,Lazariyan,203,2012-10-01,Ni znano,Europe,1.5534318416245168e-07,2012
1033,Made_ya_read_this,2414,71200622,United States,2,447,254,39,154,Nima naslova,2268,2440,,,572,2020-01-23,Ni znano,North America,2.9402166800915e-09,2020
1034,Tenaciousplayer,2414,61491904,Olympic,354,1246,643,137,466,Nima naslova,2048,2350,Sam,,356,2019-05-27,Moški,Ni podatka,Ni znano,2019
1035,Aban1988,2414,449943818,Iran,71,156,107,9,40,Nima naslova,2435,2411,Rouzbeh,Rostami,40,2025-05-06,Moški,Asia,1.1633182489733717e-08,2025
1036,Singarri,2414,413069213,Cuba,37,159,88,19,52,Nima naslova,2674,2501,Reidel,Piñeiro Alonso,138,2024-12-27,Ni znano,North America,1.0258507200497497e-07,2024
1037,alekdragan07,2414,383111771,International,225,1180,577,97,506,Nima naslova,2250,2041,,,197,2024-08-24,Ni znano,Ni podatka,Ni znano,2024
1038,Cris_Pd,2414,317594839,Italy,76,3956,2062,130,1764,Nima naslova,2364,2174,Cristian,,63,2023-10-05,Moški,Europe,1.697221260133493e-08,2023
1039,ostre_remisyy,2414,277316641,Vatican City,147,245,168,24,53,Nima naslova,2401,2550,,,2087,2023-04-20,Ni znano,Europe,Ni znano,2023
1040,romanticsunsetz,2414,276814375,Singapore,125,2110,1114,165,831,Nima naslova,2429,2323,,,1091,2023-04-18,Ni znano,Asia,1.6564793188557042e-07,2023
1041,MoellerDaehli,2414,188457355,Norway,104,2401,1334,289,778,Nima naslova,2505,2417,,,1063,2022-06-29,Ni znano,Europe,1.7835027423138165e-07,2022
1042,topengkhov,2414,139951,Philippines,111,81,47,9,25,Nima naslova,2605,2503,Toph,Meginiuk,326,2007-10-04,Ni znano,Asia,8.762429506254623e-09,2007
1043,TheBigBlue06,2414,11246584,Sweden,132,368,230,32,106,Nima naslova,2534,2209,,,292,2013-03-23,Ni znano,Europe,9.440476192723924e-08,2013
1044,ClassicalPlayer1111,2413,52163474,United States,2,1328,804,130,394,Nima naslova,2463,2537,,,2847,2018-11-21,Ni znano,North America,2.9402166800915e-09,2018
1045,NIKZVARC,2413,5050485,Slovenia,127,510,290,47,173,Nima naslova,2400,2207,NIK,ZVARC,2414,2011-04-28,Ni znano,Europe,4.693429855282784e-07,2011
1046,Berkut1000,2413,465876520,Belarus,22,371,257,26,88,Nima naslova,1801,Ne igra metka,,,22,2025-07-10,Ni znano,Europe,1.0977816029367853e-07,2025
